"","lon","lat"
"1",-99.5767222778794,33.053284719589
"2",-98.7769492042087,32.3032532866242
"3",-101.498108960355,35.1238781038245
"4",-74.8017818100844,39.3654180590542
"5",-117.782556363756,32.8782766071477
"6",-85.6182246520609,39.4349593981016
"7",-96.5289317312615,33.1819511716826
"8",-90.7065892912839,39.8151235972167
"9",-93.6209473739777,35.8123142127021
"10",-96.0063675855821,40.1895379807896
"11",-90.2630363570901,38.7181462670044
"12",-76.4671154956771,37.2650723484604
"13",-83.9942915406882,38.2211823894005
"14",-96.7160923312044,33.0627649695347
"15",-98.1300594726114,32.5673250984786
"16",-75.4787219187942,40.0571382081193
"17",-86.5018468933017,35.6090063757788
"18",-82.3010701842118,37.2164855973045
"19",-117.142622919373,34.5348145491962
"20",-71.4048234342125,42.4756491324128
"21",-116.527692620268,34.3492795156242
"22",-74.9005811252687,39.1749272329743
"23",-96.1073370062796,29.3915309637273
"24",-90.6421913636794,39.4222633685642
"25",-83.2634137955791,42.2935863871849
"26",-150.329296106974,60.744237516259
"27",-85.6070752028753,41.5957062040524
"28",-106.648623587879,36.8182432258635
"29",-75.3137630358753,37.2870078436079
"30",-75.3530311280777,37.2836743704023
"31",-76.0509030089731,36.2149129995336
"32",-76.3646789839259,36.8336077099022
"33",-76.6648646658071,37.9399870560299
"34",-98.849895951192,29.6883470105592
"35",-86.2908955696779,35.0554903951723
"36",-96.4601453081199,32.506646124674
"37",-114.498529922263,36.4498597030113
"38",-81.2325612915838,34.8429809786763
"39",-78.6950824701252,42.9662781533876
"40",-117.77845446895,34.1350306830351
"41",-74.0548418465284,41.3865914890585
"42",-83.258807615325,37.8642673828612
"43",-86.4919378630759,37.8896945382265
"44",-97.182243577456,29.5100828091627
"45",-84.6288808507586,42.9488024169863
"46",-87.2880781028565,36.7659549981277
"47",-81.2578608602317,36.938303574659
"48",-117.142040528196,33.15487937961
"49",-110.808376329887,32.1690804655341
"50",-111.217154225542,32.0773158625069
"51",-110.300073374827,32.6904365911935
"52",-98.0397408481396,30.8470028702932
"53",-95.6576931102992,32.0234497277931
"54",-89.3375158028781,39.6352835231796
"55",-123.787459188688,44.466823431016
"56",-78.5332837567518,35.2062687580062
"57",-92.005790242747,39.7508605659934
"58",-93.7410816419863,39.5557477288674
"59",-94.3834999884103,39.67174013089
"60",-93.1216350977801,38.4109089450199
"61",-93.9156818784419,39.9932657294701
"62",-89.9950359039961,38.0412345806964
"63",-84.3543043774974,35.0302429550135
"64",-98.7135282706435,31.5219255720578
"65",-117.730478101283,33.433581710655
"66",-111.960367546231,33.9749867798771
"67",-95.3992560495159,28.5859879589581
"68",-84.0636535794043,33.8669993859171
"69",-84.3717988237644,32.1457078042741
"70",-78.8024321665268,34.6429714501022
"71",-86.3377994819555,33.8101394898201
"72",-114.922521860431,35.7752285707519
"73",-96.9657753129644,28.7591267200184
"74",-79.7380204802662,37.2162520430815
"75",-77.3683130337966,36.4040955876746
"76",-77.4274642652455,37.7969554139025
"77",-77.5373308060032,37.1548998089141
"78",-77.964864101232,38.0775666425385
"79",-75.8747987741791,36.6599672361952
"80",-76.5173048690544,36.3228623131929
"81",-75.8376458920224,36.7600373017684
"82",-74.0282670918306,40.2759770644377
"83",-80.3436659457179,35.1701800751506
"84",-84.3091007748926,33.4020522681923
"85",-110.260215308856,33.4727382358195
"86",-112.245426710186,33.4777806131027
"87",-95.9555371669184,32.710291781123
"88",-86.2394551739464,32.0094933601947
"89",-90.7686665839248,33.9749641971711
"90",-118.140640773165,33.6789853903657
"91",-118.159385825792,33.7969359256741
"92",-105.750335662331,36.4641579043162
"93",-75.0895760791566,41.7401163817779
"94",-117.961457695885,48.9582146651658
"95",-117.904683537888,47.2721771277926
"96",-117.994108016636,47.047630437947
"97",-105.119271301562,33.8870416849508
"98",-89.5466365968689,39.5259830359484
"99",-74.1145140248151,40.9717897507996
"100",-121.255315793385,35.2909018084701
"101",-118.424413987627,34.3413054521522
"102",-118.132607003431,33.7637397276476
"103",-74.0832460783835,42.0671483219368
"104",-121.327607073067,36.9220173584115
"105",-85.8143645936125,33.4863446200753
"106",-123.044489630411,46.2075149089135
"107",-96.3785071865267,32.9904743690226
"108",-83.4627445222667,38.5951558936899
"109",-85.7120010007722,37.5986954605845
"110",-95.1255669302922,38.4583699072143
"111",-87.3541761922902,42.9255434661886
"112",-83.0640706474376,32.70302400003
"113",-95.3173257048729,36.1394117222489
"114",-122.287323521055,38.9035941700142
"115",-103.892460785196,44.3615980356393
"116",-80.5668017906262,31.7349065097611
"117",-86.7687804374227,42.9980785492305
"118",-89.8222493873262,40.0686055813926
"119",-120.635211244856,33.8744720294594
"120",-117.623555030919,35.3022891975972
"121",-96.8560338506227,33.1384089093795
"122",-75.1944426704449,38.2914625644779
"123",-82.1097409127819,42.7359263184202
"124",-105.106129545899,40.0225778860374
"125",-97.6841551227161,30.5665139583267
"126",-117.716453782954,34.2407084251993
"127",-76.7757743999735,43.2509045250091
